laureate_id,year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,decade,female_winner
92,1970,Physics,The Nobel Prize in Physics 1970,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",1/2,Individual,Louis Eugène Félix Néel,1904-11-22,Lyon,France,Male,University of Grenoble,Grenoble,France,2000-11-17,Brive-Corrèze,France,1970,False
93,1971,Physics,The Nobel Prize in Physics 1971,"""for his invention and development of the holographic method""",1/1,Individual,Dennis Gabor,1900-06-05,Budapest,Hungary,Male,Imperial College,London,United Kingdom,1979-02-08,London,United Kingdom,1970,False
95,1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",1/3,Individual,Leon Neil Cooper,1930-02-28,"New York, NY",United States of America,Male,Brown University,"Providence, RI",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
96,1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",1/3,Individual,John Robert Schrieffer,1931-05-31,"Oak Park, IL",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
97,1973,Physics,The Nobel Prize in Physics 1973,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""",1/4,Individual,Leo Esaki,1925-03-12,Osaka,Japan,Male,IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
98,1973,Physics,The Nobel Prize in Physics 1973,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""",1/4,Individual,Ivar Giaever,1929-04-05,Bergen,Norway,Male,General Electric Company,"Schenectady, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
99,1973,Physics,The Nobel Prize in Physics 1973,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects""",1/2,Individual,Brian David Josephson,1940-01-04,Cardiff,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,UNKOWN,UNKOWN,UNKOWN,1970,False
100,1974,Physics,The Nobel Prize in Physics 1974,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""",1/2,Individual,Sir Martin Ryle,1918-09-27,Brighton,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1984-10-14,Cambridge,United Kingdom,1970,False
101,1974,Physics,The Nobel Prize in Physics 1974,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""",1/2,Individual,Antony Hewish,1924-05-11,Fowey,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,UNKOWN,UNKOWN,UNKOWN,1970,False
102,1975,Physics,The Nobel Prize in Physics 1975,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",1/3,Individual,Aage Niels Bohr,1922-06-19,Copenhagen,Denmark,Male,Niels Bohr Institute,Copenhagen,Denmark,2009-09-08,Copenhagen,Denmark,1970,False
103,1975,Physics,The Nobel Prize in Physics 1975,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",1/3,Individual,Ben Roy Mottelson,1926-07-09,"Chicago, IL",United States of America,Male,Nordita,Copenhagen,Denmark,UNKOWN,UNKOWN,UNKOWN,1970,False
104,1975,Physics,The Nobel Prize in Physics 1975,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",1/3,Individual,Leo James Rainwater,1917-12-09,"Council, ID",United States of America,Male,Columbia University,"New York, NY",United States of America,1986-03-31,"Yonkers, NY",United States of America,1970,False
105,1976,Physics,The Nobel Prize in Physics 1976,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",1/2,Individual,Burton Richter,1931-03-22,"Brooklyn, NY",United States of America,Male,Stanford Linear Accelerator Center,"Stanford, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
106,1976,Physics,The Nobel Prize in Physics 1976,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",1/2,Individual,Samuel Chao Chung Ting,1936-01-27,"Ann Arbor, MI",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
107,1977,Physics,The Nobel Prize in Physics 1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",1/3,Individual,Philip Warren Anderson,1923-12-13,"Indianapolis, IN",United States of America,Male,Bell Telephone Laboratories,"Murray Hill, NJ",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
108,1977,Physics,The Nobel Prize in Physics 1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",1/3,Individual,Sir Nevill Francis Mott,1905-09-30,Leeds,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1996-08-08,Milton Keynes,United Kingdom,1970,False
109,1977,Physics,The Nobel Prize in Physics 1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",1/3,Individual,John Hasbrouck van Vleck,1899-03-13,"Middletown, CT",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,1980-10-27,"Cambridge, MA",United States of America,1970,False
110,1978,Physics,The Nobel Prize in Physics 1978,"""for his basic inventions and discoveries in the area of low-temperature physics""",1/2,Individual,Pyotr Leonidovich Kapitsa,1894-07-09,Kronshtadt,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,1984-04-08,Moscow,Union of Soviet Socialist Republics (Russia),1970,False
111,1978,Physics,The Nobel Prize in Physics 1978,"""for their discovery of cosmic microwave background radiation""",1/4,Individual,Arno Allan Penzias,1933-04-26,Munich,Germany,Male,Bell Laboratories,"Holmdel, NJ",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
112,1978,Physics,The Nobel Prize in Physics 1978,"""for their discovery of cosmic microwave background radiation""",1/4,Individual,Robert Woodrow Wilson,1936-01-10,"Houston, TX",United States of America,Male,Bell Laboratories,"Holmdel, NJ",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
113,1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1/3,Individual,Sheldon Lee Glashow,1932-12-05,"New York, NY",United States of America,Male,"Harvard University, Lyman Laboratory","Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
114,1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1/3,Individual,Abdus Salam,1926-01-29,Jhang Maghi&#257;na,India (Pakistan),Male,International Centre for Theoretical Physics,Trieste,Italy,1996-11-21,Oxford,United Kingdom,1970,False
115,1979,Physics,The Nobel Prize in Physics 1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",1/3,Individual,Steven Weinberg,1933-05-03,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,1970,False
116,1980,Physics,The Nobel Prize in Physics 1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1/2,Individual,James Watson Cronin,1931-09-29,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,2016-08-25,"St. Paul, MN",United States of America,1980,False
117,1980,Physics,The Nobel Prize in Physics 1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1/2,Individual,Val Logsdon Fitch,1923-03-10,"Merriman, NE",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,2015-02-05,"Princeton, NJ",United States of America,1980,False
118,1981,Physics,The Nobel Prize in Physics 1981,"""for their contribution to the development of laser spectroscopy""",1/4,Individual,Nicolaas Bloembergen,1920-03-11,Dordrecht,Netherlands,Male,Harvard University,"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,1980,False
119,1981,Physics,The Nobel Prize in Physics 1981,"""for their contribution to the development of laser spectroscopy""",1/4,Individual,Arthur Leonard Schawlow,1921-05-05,"Mount Verno, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,1999-04-28,"Palo Alto, CA",United States of America,1980,False
120,1981,Physics,The Nobel Prize in Physics 1981,"""for his contribution to the development of high-resolution electron spectroscopy""",1/2,Individual,Kai M. Siegbahn,1918-04-20,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,2007-07-20,Ängelholm,Sweden,1980,False
121,1982,Physics,The Nobel Prize in Physics 1982,"""for his theory for critical phenomena in connection with phase transitions""",1/1,Individual,Kenneth G. Wilson,1936-06-08,"Waltham, MA",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,2013-06-15,"Saco, ME",United States of America,1980,False
122,1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",1/2,Individual,Subramanyan Chandrasekhar,1910-10-19,Lahore,India (Pakistan),Male,University of Chicago,"Chicago, IL",United States of America,1995-08-21,"Chicago, IL",United States of America,1980,False
123,1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",1/2,Individual,William Alfred Fowler,1911-08-09,"Pittsburgh, PA",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1995-03-14,"Pasadena, CA",United States of America,1980,False
124,1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1/2,Individual,Carlo Rubbia,1934-03-31,Gorizia,Italy,Male,CERN,Geneva,Switzerland,UNKOWN,Geneva,Switzerland,1980,False
125,1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1/2,Individual,Simon van der Meer,1925-11-24,the Hague,Netherlands,Male,CERN,Geneva,Switzerland,2011-03-04,Geneva,Switzerland,1980,False
126,1985,Physics,The Nobel Prize in Physics 1985,"""for the discovery of the quantized Hall effect""",1/1,Individual,Klaus von Klitzing,1943-06-28,Schroda,German-occupied Poland (Poland),Male,Max-Planck-Institut für Festkörperforschung,Stuttgart,Federal Republic of Germany,UNKOWN,UNKOWN,UNKOWN,1980,False
127,1986,Physics,The Nobel Prize in Physics 1986,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",1/2,Individual,Ernst Ruska,1906-12-25,Heidelberg,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Federal Republic of Germany,1988-05-27,West Berlin,Germany,1980,False
128,1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",1/4,Individual,Gerd Binnig,1947-07-20,Frankfurt-on-the-Main,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,UNKOWN,UNKOWN,UNKOWN,1980,False
129,1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",1/4,Individual,Heinrich Rohrer,1933-06-06,Buchs,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,2013-05-16,Wollerau,Switzerland,1980,False
130,1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1/2,Individual,J. Georg Bednorz,1950-05-16,Neuenkirchen,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,UNKOWN,UNKOWN,UNKOWN,1980,False
